title,price,rating,brand,ram_gb,storage_gb,storage_type,processor,processor_score,gpu,gpu_score,screen_size,product_url,image_url,availability,source,asin,source_url,scraped_at
"Acer Notebook 17.3"" Intel Core i3 7130U 2.7GHz 4GB 256GB SSD (Nvidia GeForce MX130)",37402.56,,Acer,4,256,SSD,Intel Core i3 7130U 2.7GHz,3,Nvidia GeForce MX130,1,17.3,,,,Kaggle,254,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Ultrabook 13.3"" Intel Core i5 8250U 1.6GHz 8GB 256GB SSD (Intel UHD Graphics 620)",50562.72,,Dell,8,256,SSD,Intel Core i5 8250U 1.6GHz,5,Intel UHD Graphics 620,2,13.3,,,,Kaggle,255,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" AMD A6-Series A6-9220 2.5GHz 8GB 128GB SSD (AMD Radeon R4 Graphics)",23757.55,,HP,8,128,SSD,AMD A6-Series A6-9220 2.5GHz,4,AMD Radeon R4 Graphics,2,15.6,,,,Kaggle,256,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 17.3"" Intel Core i7 8550U 1.8GHz 16GB 1TB HDD (Nvidia GeForce MX150)",56423.52,,HP,16,1024,HDD,Intel Core i7 8550U 1.8GHz,7,Nvidia GeForce MX150,1,17.3,,,,Kaggle,257,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 16GB 512GB SSD + 1TB HDD (Nvidia GeForce GTX 1070)",133146.72,,MSI,16,512,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1070,6,17.3,,,,Kaggle,258,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo 2 in 1 Convertible 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 512GB SSD (Nvidia GeForce GTX 1050M)",90522.72,,Lenovo,8,512,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050M,4,15.6,,,,Kaggle,259,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 17.3"" Intel Core i7 8550U 1.8GHz 8GB 128GB SSD + 1TB HDD (AMD Radeon 530)",60845.76,,Dell,8,128,SSD,Intel Core i7 8550U 1.8GHz,7,AMD Radeon 530,2,17.3,,,,Kaggle,260,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 256GB SSD (Intel HD Graphics 520)",23656.32,,Lenovo,4,256,SSD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,261,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i5 8250U 1.6GHz 4GB 500GB HDD (Intel HD Graphics 620)",38468.16,,HP,4,500,HDD,Intel Core i5 8250U 1.6GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,262,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 7200U 2.5GHz 4GB 1TB HDD (Intel HD Graphics 620)",35004.96,,Dell,4,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,263,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 1TB HDD (AMD Radeon R5 M430)",30103.2,,Dell,8,1024,HDD,Intel Core i5 7200U 2.5GHz,5,AMD Radeon R5 M430,2,15.6,,,,Kaggle,264,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell 2 in 1 Convertible 15.6"" Intel Core i5 8250U 1.6GHz 8GB 256GB SSD (Intel UHD Graphics 620)",42570.72,,Dell,8,256,SSD,Intel Core i5 8250U 1.6GHz,5,Intel UHD Graphics 620,2,15.6,,,,Kaggle,265,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus 2 in 1 Convertible 13.3"" Intel Core i7 8550U 1.8GHz 8GB 512GB SSD + 512GB SSD (Intel UHD Graphics 620)",79866.72,,Asus,8,512,SSD,Intel Core i7 8550U 1.8GHz,7,Intel UHD Graphics 620,2,13.3,,,,Kaggle,266,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 7200U 2.5GHz 4GB 1TB HDD (Intel HD Graphics 620)",24881.76,,Lenovo,4,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,267,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 17.3"" Intel Core i7 8550U 1.8GHz 8GB 1TB HDD (Nvidia GeForce 930MX)",54239.04,,HP,8,1024,HDD,Intel Core i7 8550U 1.8GHz,7,Nvidia GeForce 930MX,1,17.3,,,,Kaggle,268,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 256GB SSD (Intel UHD Graphics 620)",46886.4,,Lenovo,8,256,SSD,Intel Core i7 8550U 1.8GHz,7,Intel UHD Graphics 620,2,15.6,,,,Kaggle,269,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Apple Ultrabook 13.3"" Intel Core i5 2.9GHz 8GB 512GB SSD (Intel Iris Graphics 550)",104370.19,,Apple,8,512,SSD,Intel Core i5 2.9GHz,5,Intel Iris Graphics 550,3,13.3,,,,Kaggle,270,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 17.3"" AMD Ryzen 1700 3GHz 16GB 256GB SSD + 1TB HDD (AMD Radeon RX 580)",82530.72,,Asus,16,256,SSD,AMD Ryzen 1700 3GHz,4,AMD Radeon RX 580,2,17.3,,,,Kaggle,271,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 256GB SSD (AMD Radeon 520)",39164.53,,Dell,8,256,SSD,Intel Core i7 8550U 1.8GHz,7,AMD Radeon 520,2,15.6,,,,Kaggle,272,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo 2 in 1 Convertible 14.0"" Intel Core i7 6600U 2.6GHz 16GB 512GB SSD (Intel HD Graphics 520)",133146.72,,Lenovo,16,512,SSD,Intel Core i7 6600U 2.6GHz,7,Intel HD Graphics 520,2,14.0,,,,Kaggle,273,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 15.6"" Intel Core i7 6500U 2.5GHz 8GB 500GB HDD (Nvidia GeForce 930M)",43263.36,,Toshiba,8,500,HDD,Intel Core i7 6500U 2.5GHz,7,Nvidia GeForce 930M,1,15.6,,,,Kaggle,274,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 7500U 2.7GHz 12GB 1TB HDD (Intel HD Graphics 620)",37992.37,,Dell,12,1024,HDD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,15.6,,,,Kaggle,275,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 17.3"" Intel Core i7 8550U 1.8GHz 8GB 128GB SSD + 1TB HDD (AMD Radeon 530)",58554.72,,Dell,8,128,SSD,Intel Core i7 8550U 1.8GHz,7,AMD Radeon 530,2,17.3,,,,Kaggle,276,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 1TB HDD (Nvidia GeForce MX130)",39693.6,,Acer,8,1024,HDD,Intel Core i7 8550U 1.8GHz,7,Nvidia GeForce MX130,1,15.6,,,,Kaggle,277,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 17.3"" Intel Core i3 6006U 2GHz 4GB 1TB HDD (Intel HD Graphics 520)",26053.92,,Lenovo,4,1024,HDD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,17.3,,,,Kaggle,278,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 17.3"" Intel Core i7 8550U 1.8GHz 8GB 2TB HDD (Nvidia GeForce MX150)",45234.72,,Lenovo,8,2048,HDD,Intel Core i7 8550U 1.8GHz,7,Nvidia GeForce MX150,1,17.3,,,,Kaggle,279,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 17.3"" Intel Core i7 7500U 2.7GHz 6GB 128GB SSD + 1TB HDD (Nvidia GeForce 940MX)",45767.52,,Lenovo,6,128,SSD,Intel Core i7 7500U 2.7GHz,7,Nvidia GeForce 940MX,1,17.3,,,,Kaggle,280,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i3 6006U 2.0GHz 4GB 1TB HDD (AMD Radeon R5 M430)",22803.84,,Dell,4,1024,HDD,Intel Core i3 6006U 2.0GHz,3,AMD Radeon R5 M430,2,15.6,,,,Kaggle,281,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Gaming 15.6"" Intel Core i5 7300HQ 2.5GHz 8GB 256GB SSD (Nvidia GeForce GTX 1050)",44169.12,,Lenovo,8,256,SSD,Intel Core i5 7300HQ 2.5GHz,5,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,282,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 7200U 2.5GHz 6GB 256GB SSD (Intel HD Graphics 620)",30849.12,,Lenovo,6,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,283,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 256GB SSD (Nvidia GeForce MX150)",50669.28,,Acer,8,256,SSD,Intel Core i7 8550U 1.8GHz,7,Nvidia GeForce MX150,1,15.6,,,,Kaggle,284,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i7 7500U 2.7GHz 12GB 1TB HDD (Intel HD Graphics 620)",35111.52,,Acer,12,1024,HDD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,15.6,,,,Kaggle,285,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 630)",58448.16,,Lenovo,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 630,2,15.6,,,,Kaggle,286,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Ultrabook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Nvidia GeForce 940MX)",52054.56,,Asus,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,287,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1050 Ti)",62817.12,,Lenovo,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,288,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i7 7500U 2.7GHz 8GB 1TB HDD (Nvidia GeForce 940MX)",35112.05,,Lenovo,8,1024,HDD,Intel Core i7 7500U 2.7GHz,7,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,289,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Celeron Dual Core 3205U 1.5GHz 2GB 16GB SSD (Intel HD Graphics)",10602.72,,Acer,2,16,SSD,Intel Celeron Dual Core 3205U 1.5GHz,1,Intel HD Graphics,2,15.6,,,,Kaggle,290,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 8GB 1TB HDD (Nvidia GeForce GTX 1050)",63243.36,,Asus,8,1024,HDD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,17.3,,,,Kaggle,291,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 17.3"" Intel Core i3 6006U 2GHz 8GB 1TB HDD (Intel HD Graphics 520)",26053.92,,HP,8,1024,HDD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,17.3,,,,Kaggle,292,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 256GB SSD (Nvidia GeForce GTX 1050)",97449.12,,Dell,8,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,293,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 8250U 1.6GHz 8GB 256GB SSD (Intel UHD Graphics 620)",39373.92,,Lenovo,8,256,SSD,Intel Core i5 8250U 1.6GHz,5,Intel UHD Graphics 620,2,15.6,,,,Kaggle,294,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 1TB HDD (Nvidia GeForce GTX 1060)",69210.72,,Lenovo,8,1024,HDD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1060,1,15.6,,,,Kaggle,295,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 256GB SSD (Nvidia GeForce GTX 1050 Ti)",52161.12,,Acer,8,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,296,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Workstation 17.3"" Intel Core i7 7820HQ 2.9GHz 16GB 256GB SSD (Nvidia Quadro M1200)",153705.34,,Dell,16,256,SSD,Intel Core i7 7820HQ 2.9GHz,7,Nvidia Quadro M1200,6,17.3,,,,Kaggle,297,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" AMD A10-Series 9600P 2.4GHz 6GB 1TB HDD (AMD Radeon R5 430)",26586.72,,Lenovo,6,1024,HDD,AMD A10-Series 9600P 2.4GHz,4,AMD Radeon R5 430,2,15.6,,,,Kaggle,298,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Ultrabook 15.6"" Intel Core i7 7500U 2.7GHz 16GB 512GB SSD (Nvidia GeForce 940MX)",78215.04,,Asus,16,512,SSD,Intel Core i7 7500U 2.7GHz,7,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,299,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Notebook 14.0"" Intel Core i3 7100U 2.4GHz 4GB 128GB SSD (Intel HD Graphics 620)",27119.52,,Asus,4,128,SSD,Intel Core i3 7100U 2.4GHz,3,Intel HD Graphics 620,2,14.0,,,,Kaggle,300,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1070)",113060.16,,Asus,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1070,6,17.3,,,,Kaggle,301,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 17.3"" Intel Core i5 7200U 2.5GHz 6GB 1TB HDD (Nvidia GeForce GTX 940M)",34578.72,,Lenovo,6,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Nvidia GeForce GTX 940M,1,17.3,,,,Kaggle,302,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 2TB HDD (Nvidia GeForce 940MX)",29250.72,,Lenovo,8,2048,HDD,Intel Core i5 7200U 2.5GHz,5,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,303,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 1050 Ti)",67399.2,,Asus,8,128,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,304,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Pentium Quad Core N4200 1.1GHz 4GB 1TB HDD (Intel HD Graphics 505)",19180.27,,Lenovo,4,1024,HDD,Intel Pentium Quad Core N4200 1.1GHz,2,Intel HD Graphics 505,2,15.6,,,,Kaggle,305,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP 2 in 1 Convertible 13.3"" Intel Core i7 7600U 2.8GHz 16GB 256GB SSD (Intel HD Graphics 620)",105228.0,,HP,16,256,SSD,Intel Core i7 7600U 2.8GHz,7,Intel HD Graphics 620,2,13.3,,,,Kaggle,306,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 15.6"" Intel Core i7 6500U 2.5GHz 8GB 256GB SSD (Nvidia GeForce 930M)",55571.04,,Toshiba,8,256,SSD,Intel Core i7 6500U 2.5GHz,7,Nvidia GeForce 930M,1,15.6,,,,Kaggle,307,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce 940MX)",43636.32,,Lenovo,8,128,SSD,Intel Core i5 7200U 2.5GHz,5,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,308,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 1TB HDD (Intel HD Graphics 520)",24988.32,,HP,4,1024,HDD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,309,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 13.3"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",53226.72,,Lenovo,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,13.3,,,,Kaggle,310,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Ultrabook 13.3"" Intel Core i7 8550U 1.8GHz 16GB 1TB SSD (Intel UHD Graphics 620)",133146.72,,Dell,16,1024,SSD,Intel Core i7 8550U 1.8GHz,7,Intel UHD Graphics 620,2,13.3,,,,Kaggle,311,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1070)",111834.72,,MSI,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1070,6,15.6,,,,Kaggle,312,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" AMD A8-Series 7410 2.2GHz 8GB 256GB SSD (AMD Radeon R5)",24988.32,,Acer,8,256,SSD,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,2,15.6,,,,Kaggle,313,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus 2 in 1 Convertible 11.6"" Intel Celeron Dual Core N3350 1.1GHz 2GB 32GB Flash Storage (Intel HD Graphics 500)",14652.0,,Asus,2,32,FLASH,Intel Celeron Dual Core N3350 1.1GHz,1,Intel HD Graphics 500,2,11.6,,,,Kaggle,314,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 8250U 1.6GHz 8GB 128GB SSD + 1TB HDD (AMD Radeon 530)",44968.32,,Dell,8,128,SSD,Intel Core i5 8250U 1.6GHz,5,AMD Radeon 530,2,15.6,,,,Kaggle,315,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP 2 in 1 Convertible 13.3"" Intel Core i7 8550U 1.8GHz 16GB 1TB SSD (Intel UHD Graphics 620)",130482.72,,HP,16,1024,SSD,Intel Core i7 8550U 1.8GHz,7,Intel UHD Graphics 620,2,13.3,,,,Kaggle,316,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 13.3"" Intel Celeron Dual Core 3855U 1.6GHz 4GB 16GB Flash Storage (Intel HD Graphics 510)",24503.47,,Lenovo,4,16,FLASH,Intel Celeron Dual Core 3855U 1.6GHz,1,Intel HD Graphics 510,2,13.3,,,,Kaggle,317,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 14.0"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",52214.4,,HP,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,14.0,,,,Kaggle,318,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 11.6"" Intel Pentium Quad Core N3710 1.6GHz 4GB 128GB Flash Storage (Intel HD Graphics 405)",25840.8,,Acer,4,128,FLASH,Intel Pentium Quad Core N3710 1.6GHz,2,Intel HD Graphics 405,2,11.6,,,,Kaggle,319,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 14.0"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 620)",68837.76,,HP,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,14.0,,,,Kaggle,320,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 17.3"" Intel Core i5 7200U 2.5GHz 4GB 1TB HDD (Nvidia GeForce 920MX)",31381.92,,Lenovo,4,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Nvidia GeForce 920MX,1,17.3,,,,Kaggle,321,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Notebook 14.0"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 620)",58288.32,,Asus,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,14.0,,,,Kaggle,322,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 1TB HDD (Intel UHD Graphics 620)",48058.56,,HP,8,1024,HDD,Intel Core i7 8550U 1.8GHz,7,Intel UHD Graphics 620,2,15.6,,,,Kaggle,323,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" AMD A12-Series 9720P 2.7GHz 8GB 256GB SSD (AMD Radeon RX 540)",35111.52,,Acer,8,256,SSD,AMD A12-Series 9720P 2.7GHz,4,AMD Radeon RX 540,2,15.6,,,,Kaggle,324,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 14.0"" Intel Celeron Dual Core N3350 1.1GHz 4GB 32GB Flash Storage (Intel HD Graphics 500)",15557.76,,Lenovo,4,32,FLASH,Intel Celeron Dual Core N3350 1.1GHz,1,Intel HD Graphics 500,2,14.0,,,,Kaggle,325,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i5 7200U 2.5GHz 6GB 1TB HDD (Intel HD Graphics 620)",29250.72,,Acer,6,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,326,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Ultrabook 15.6"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Nvidia GeForce 940MX)",55938.67,,Asus,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,327,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Ultrabook 12.5"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 620)",71128.8,,HP,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,12.5,,,,Kaggle,328,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 7700HQ 2.8GHz 32GB 1TB SSD (Nvidia GeForce GTX 1050)",140605.92,,Dell,32,1024,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,329,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 8GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1050 Ti)",63882.72,,MSI,8,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,17.3,,,,Kaggle,330,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",50243.04,,Toshiba,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,331,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Notebook 14.0"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD + 1TB HDD (Intel HD Graphics 620)",71075.52,,Asus,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,14.0,,,,Kaggle,332,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 1TB HDD (Intel HD Graphics 520)",23922.72,,Lenovo,4,1024,HDD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,333,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 256GB SSD (Nvidia GeForce GTX 1050)",53226.72,,Asus,8,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,334,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 14.0"" Intel Core i5 7300U 2.6GHz 8GB 256GB SSD (Intel HD Graphics 620)",67559.04,,HP,8,256,SSD,Intel Core i5 7300U 2.6GHz,5,Intel HD Graphics 620,2,14.0,,,,Kaggle,335,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Ultrabook 15.6"" Intel Core i5 8250U 1.6GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce 940MX)",55890.72,,Dell,8,128,SSD,Intel Core i5 8250U 1.6GHz,5,Nvidia GeForce 940MX,1,15.6,,,,Kaggle,336,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
